DateTime,Name,Country,Volatility,Actual,Previous,Consensus
01/28/2010 23:30:00,Tokyo CPI ex Fresh Food (YoY),Japan,2,-2.000,-1.900,-1.800
01/28/2010 23:30:00,"Tokyo CPI ex Food, Energy (YoY)",Japan,2,-1.400,-1.500,-1.400
01/28/2010 23:30:00,"National CPI Ex Food, Energy (YoY)",Japan,2,-1.200,-1.000,-1.100
01/28/2010 23:30:00,National Consumer Price Index (YoY),Japan,2,-2.000,-1.900,-1.700
01/28/2010 23:30:00,National CPI Ex-Fresh Food (YoY),Japan,2,-1.300,-1.700,-1.300
01/28/2010 23:30:00,Unemployment Rate,Japan,2,4.900,5.200,5.300
01/28/2010 23:30:00,Overall Household Spending (YoY),Japan,2,2.100,2.200,1.600
01/28/2010 23:50:00,Industrial Production (MoM),Japan,1,2.200,2.600,2.500
01/28/2010 23:50:00,Industrial Production (YoY),Japan,1,5.300,-4.200,5.700
01/28/2010 23:50:00,BoJ Minutes,Japan,2,,,
01/29/2010 00:00:00,World Economic Forum - Davos,Switzerland,0,,,
01/29/2010 00:01:00,Gfk Consumer Confidence,United Kingdom,2,-17.000,-19.000,-18.000
01/29/2010 00:30:00,Private Sector Credit (MoM),Australia,2,0.300,0.100,0.100
01/29/2010 01:30:00,Private Sector Credit (YoY),Australia,0,1.500,0.800,
01/29/2010 04:00:00,Vehicle Production (YoY),Japan,1,8.600,9.100,
01/29/2010 05:00:00,Housing Starts (YoY),Japan,1,-15.700,-19.100,-18.800
01/29/2010 05:00:00,Construction Orders (YoY),Japan,1,0.600,11.600,
01/29/2010 05:00:00,Annualized Housing Starts,Japan,1,0.819,0.798,0.812
01/29/2010 07:00:00,Nationwide Housing Prices n.s.a (YoY),United Kingdom,2,8.600,5.900,7.500
01/29/2010 07:00:00,Nationwide Housing Prices s.a (MoM),United Kingdom,2,1.400,0.400,0.500
01/29/2010 09:00:00,M3 Money Supply (YoY),European Monetary Union,1,-0.300,-0.200,-0.600
01/29/2010 10:00:00,Unemployment Rate,European Monetary Union,2,9.900,9.900,10.100
01/29/2010 10:00:00,Consumer Price Index (YoY),European Monetary Union,2,1.000,0.900,1.200
01/29/2010 10:30:00,KOF Leading Indicator,Switzerland,2,1.810,1.730,1.720
01/29/2010 13:15:00,"Fed's Kohn speech ",United States,1,,,
01/29/2010 13:30:00,Raw Material Price Index,Canada,1,-1.700,2.200,1.500
01/29/2010 13:30:00,Industrial Product Price (MoM),Canada,1,-0.100,0.800,0.500
01/29/2010 13:30:00,Gross Domestic Product Annualized,United States,3,5.700,2.200,4.500
01/29/2010 13:30:00,Gross Domestic Product Price Index,United States,2,2.100,1.300,1.300
01/29/2010 13:30:00,Gross Domestic Product (MoM),Canada,3,0.700,0.300,0.300
01/29/2010 13:30:00,Core Personal Consumption Expenditures (QoQ),United States,2,2.000,2.800,1.800
01/29/2010 14:45:00,Chicago Purchasing Managers' Index,United States,1,61.500,58.700,57.200
01/29/2010 14:55:00,Michigan Consumer Sentiment Index,United States,2,74.400,72.800,73.200
01/30/2010 00:00:00,World Economic Forum - Davos,Switzerland,0,,,
01/31/2010 00:00:00,World Economic Forum - Davos,Switzerland,0,,,
01/31/2010 22:30:00,TD Securities Inflation (MoM),Australia,1,0.800,0.300,
01/31/2010 23:30:00,TD Securities Inflation (YoY),Australia,1,2.600,2.600,
02/01/2010 00:01:00,Hometrack Housing Prices s.a (MoM),United Kingdom,1,0.300,-0.900,
02/01/2010 00:30:00,House Price Index (QoQ),Australia,1,5.500,4.400,3.700
02/01/2010 00:30:00,House Price Index (YoY),Australia,1,13.900,6.600,11.000
02/01/2010 00:30:00,ANZ Job Advertisements,Australia,1,-9.700,6.700,
02/01/2010 01:00:00,HIA New Home Sales (MoM),Australia,1,-4.600,0.300,
02/01/2010 02:00:00,ANZ Commodity Price,New Zealand,1,0.400,2.600,
02/01/2010 02:30:00,Caixin Manufacturing PMI,China,0,57.400,,
02/01/2010 05:15:00,Vehicle Sales (YoY),Japan,1,35.100,36.000,
02/01/2010 05:30:00,RBA Commodity Index SDR (YoY),Australia,1,-11.600,-15.700,
02/01/2010 08:30:00,SVME - Purchasing Managers' Index,Switzerland,2,56.000,53.700,55.400
02/01/2010 08:55:00,Markit Manufacturing PMI,Germany,2,53.700,53.400,53.400
02/01/2010 09:00:00,Markit Manufacturing PMI,European Monetary Union,1,52.400,52.000,52.000
02/01/2010 09:30:00,Net Lending to Individuals (MoM),United Kingdom,1,1.500,1.200,1.200
02/01/2010 09:30:00,Markit Manufacturing PMI,United Kingdom,2,56.600,54.100,54.100
02/01/2010 09:30:00,Mortgage Approvals,United Kingdom,1,60.000,60.520,62.000
02/01/2010 09:30:00,M4 Money Supply (MoM),United Kingdom,1,-0.900,-1.100,
02/01/2010 09:30:00,M4 Money Supply (YoY),United Kingdom,1,6.600,6.400,
02/01/2010 13:30:00,Personal Consumption Expenditures - Price Index (YoY),United States,2,2.100,1.500,2.200
02/01/2010 13:30:00,Core Personal Consumption Expenditure - Price Index (MoM),United States,2,0.100,0.000,0.100
02/01/2010 13:30:00,Core Personal Consumption Expenditure - Price Index (YoY),United States,2,1.500,1.400,1.500
02/01/2010 13:30:00,Personal Consumption Expenditures - Price Index (MoM),United States,2,0.300,0.700,0.200
02/01/2010 13:30:00,Personal Income (MoM),United States,1,0.300,0.500,0.300
02/01/2010 15:00:00,ISM Manufacturing PMI,United States,2,58.400,54.900,55.500
02/01/2010 15:00:00,Construction Spending (MoM),United States,1,-1.200,-0.600,-0.400
02/01/2010 23:50:00,Monetary Base (YoY),Japan,1,4.900,5.200,4.900
02/02/2010 03:30:00,RBA Interest Rate Decision,Australia,3,3.750,3.750,4.000
02/02/2010 06:45:00,SECO Consumer Climate (3m),Switzerland,1,-7.000,-14.000,-10.000
02/02/2010 07:00:00,Retail Sales (YoY),Germany,1,-2.500,-2.800,-2.500
02/02/2010 07:00:00,Retail Sales (MoM),Germany,1,-1.800,1.000,0.900
02/02/2010 09:30:00,PMI Construction,United Kingdom,1,48.600,47.100,47.700
02/02/2010 10:00:00,Consumer Price Index (YoY),European Monetary Union,2,,1.000,
02/02/2010 10:00:00,Producer Price Index (MoM),European Monetary Union,1,0.100,0.200,0.000
02/02/2010 10:00:00,Producer Price Index (YoY),European Monetary Union,1,-2.900,-4.400,-3.300
02/02/2010 15:00:00,Pending Home Sales (MoM),United States,2,1.000,-16.400,0.500
02/02/2010 15:00:00,Treasury's Geithner Speech,United States,2,,,
02/02/2010 22:30:00,AiG Performance of Services Index,Australia,1,47.400,50.000,
02/03/2010 00:01:00,Nationwide Consumer Confidence,United Kingdom,2,73.000,70.000,70.000
02/03/2010 00:30:00,Trade Balance,Australia,2,-1.490,-1.383,-2.360
02/03/2010 01:30:00,Labor Cash Earnings (YoY),Japan,1,1.000,-2.800,
02/03/2010 08:55:00,Markit Services PMI,Germany,2,52.200,51.200,51.200
02/03/2010 09:00:00,Markit Services PMI,European Monetary Union,1,52.500,52.300,52.300
02/03/2010 09:30:00,BRC Shop Price Index (YoY),United Kingdom,1,2.300,2.200,
02/03/2010 09:30:00,Markit Services PMI,United Kingdom,3,54.500,56.800,56.600
02/03/2010 10:00:00,Retail Sales (YoY),European Monetary Union,2,-0.100,-2.400,-2.400
02/03/2010 10:00:00,Retail Sales (MoM),European Monetary Union,2,1.100,-0.400,0.400
02/03/2010 13:00:00,MBA Mortgage Applications,United States,1,21.000,-10.900,
02/03/2010 13:15:00,ADP Employment Change,United States,2,-60.000,-61.000,-35.000
02/03/2010 15:00:00,ISM Non-Manufacturing PMI,United States,3,50.500,49.800,51.100
02/03/2010 15:00:00,Treasury's Geithner Speech,United States,1,,,
02/03/2010 15:30:00,EIA Crude Oil Stocks change,United States,1,2.300,-3.900,0.400
02/03/2010 21:45:00,Unemployment Rate,New Zealand,2,7.100,6.500,6.800
02/03/2010 21:45:00,Visitor Arrivals (YoY),New Zealand,1,8.500,-4.700,
02/04/2010 00:30:00,Retail Sales s.a. (MoM),Australia,2,-0.700,1.400,0.300
02/04/2010 00:30:00,Building Permits (MoM),Australia,1,5.420,10.140,0.000
02/04/2010 00:30:00,Building Permits (YoY),Australia,1,57.850,41.120,38.200
02/04/2010 01:30:00,RBA Monetary Policy Statement,Australia,2,,,
02/04/2010 07:15:00,Trade Balance,Switzerland,2,1.360,1.980,2.330
02/04/2010 09:00:00,Halifax House Prices (3m/YoY),United Kingdom,2,3.600,1.100,3.700
02/04/2010 09:00:00,Halifax House Prices (MoM),United Kingdom,2,0.600,1.000,0.600
02/04/2010 11:00:00,Factory Orders n.s.a. (YoY),Germany,2,6.900,1.700,9.600
02/04/2010 11:00:00,Factory Orders s.a. (MoM),Germany,2,-2.500,3.000,0.200
02/04/2010 12:00:00,BoE Interest Rate Decision,United Kingdom,3,0.500,0.500,0.500
02/04/2010 12:45:00,ECB Interest Rate Decision,European Monetary Union,3,1.000,1.000,1.000
02/04/2010 13:30:00,Initial Jobless Claims,United States,2,483.000,472.000,461.000
02/04/2010 13:30:00,Continuing Jobless Claims,United States,1,4617.000,4600.000,4581.000
02/04/2010 13:30:00,Unit Labor Costs,United States,2,-4.400,-2.500,-2.100
02/04/2010 13:30:00,Nonfarm Productivity,United States,2,6.200,8.100,5.500
02/04/2010 13:30:00,Building Permits (MoM),Canada,2,-2.600,-1.700,2.900
02/04/2010 13:30:00,ECB Trichet's Speech,European Monetary Union,3,,,
02/04/2010 15:00:00,Treasury's Geithner Speech,United States,2,,,
02/04/2010 15:00:00,Factory Orders (MoM),United States,1,1.500,1.000,0.300
02/04/2010 15:00:00,Ivey Purchasing Managers Index,Canada,2,50.800,48.400,52.200
02/04/2010 22:30:00,AiG Performance of Construction Index,Australia,1,57.700,,
02/05/2010 00:00:00,G7 Meeting,European Monetary Union,0,,,
02/05/2010 05:00:00,Leading Economic Index,Japan,2,94.000,94.000,93.500
02/05/2010 05:00:00,Coincident Index,Japan,1,97.600,97.600,97.300
02/05/2010 09:30:00,Producer Price Index - Output (YoY) n.s.a,United Kingdom,2,3.800,3.500,3.700
02/05/2010 09:30:00,Producer Price Index - Input (YoY) n.s.a,United Kingdom,2,8.400,7.400,5.900
02/05/2010 09:30:00,Producer Price Index - Output (MoM) n.s.a,United Kingdom,2,0.400,0.500,0.300
02/05/2010 09:30:00,Producer Price Index - Input (MoM) n.s.a,United Kingdom,2,2.000,0.600,0.200
02/05/2010 11:00:00,Industrial Production n.s.a. w.d.a. (YoY),Germany,2,-4.200,-7.500,-3.700
02/05/2010 11:00:00,Industrial Production s.a. (MoM),Germany,2,-0.300,0.400,0.600
02/05/2010 12:00:00,Net Change in Employment,Canada,2,40.000,-33.100,15.200
02/05/2010 12:00:00,Unemployment Rate,Canada,2,8.300,8.500,8.500
02/05/2010 13:30:00,Nonfarm Payrolls,United States,3,-26.000,-150.000,15.000
02/05/2010 13:30:00,Average Hourly Earnings (MoM),United States,2,0.200,0.200,0.200
02/05/2010 13:30:00,Unemployment Rate,United States,3,9.700,10.000,10.100
02/05/2010 13:30:00,Average Hourly Earnings (YoY),United States,2,1.900,2.400,2.200
02/05/2010 13:30:00,Average Weekly Hours,United States,1,33.300,33.200,
02/05/2010 20:00:00,Consumer Credit Change,United States,2,-4.600,-21.800,-9.400
02/06/2010 00:00:00,G7 Meeting,European Monetary Union,0,,,
02/07/2010 23:30:00,Trade Balance - BOP Basis,Japan,2,631.200,490.600,669.400
02/07/2010 23:50:00,Money Supply M2+CD (YoY),Japan,0,2.900,3.100,
02/07/2010 23:50:00,Current Account n.s.a.,Japan,2,1100.500,1304.800,1270.000
02/08/2010 05:00:00,Eco Watchers Survey: Current,Japan,1,38.800,35.400,35.900
02/08/2010 05:00:00,Eco Watchers Survey: Outlook,Japan,1,41.900,36.300,
02/08/2010 06:45:00,Unemployment Rate s.a (MoM),Switzerland,1,4.500,4.400,4.300
02/08/2010 08:15:00,Real Retail Sales (YoY),Switzerland,1,3.900,-0.100,1.300
02/08/2010 09:30:00,Sentix Investor Confidence,European Monetary Union,1,-8.200,-3.700,-2.300
02/08/2010 13:15:00,Housing Starts s.a (YoY),Canada,1,185.000,176.100,180.000
02/08/2010 22:00:00,ECB Trichet's Speech,European Monetary Union,2,,,
02/09/2010 00:01:00,RICS Housing Price Balance,United Kingdom,2,32.000,30.000,28.000
02/09/2010 00:01:00,BRC Like-For-Like Retail Sales (YoY),United Kingdom,2,-0.700,4.200,
02/09/2010 06:00:00,Machine Tool Orders (YoY),Japan,1,192.000,,
02/09/2010 06:00:00,Current Account n.s.a.,Germany,1,19.900,17.800,
02/09/2010 07:00:00,Consumer Price Index (YoY),Germany,3,0.800,0.800,0.800
02/09/2010 07:00:00,Consumer Price Index (MoM),Germany,2,-0.600,-0.600,-0.600
02/09/2010 07:00:00,Trade Balance s.a.,Germany,1,15.000,15.100,14.800
02/09/2010 09:30:00,Trade Balance; non-EU,United Kingdom,3,-2.600,-2.900,-2.800
02/09/2010 09:30:00,Goods Trade Balance,United Kingdom,3,-7.000,-6.800,-6.600
02/09/2010 15:00:00,Wholesale Inventories,United States,1,-1.000,1.600,0.500
02/09/2010 15:00:00,IBD/TIPP Economic Optimism (MoM),United States,1,46.800,,49.300
02/09/2010 23:30:00,Westpac Consumer Confidence,Australia,1,-2.600,5.600,
02/09/2010 23:50:00,Domestic Corporate Goods Price Index (YoY),Japan,1,-2.100,-3.900,-2.300
02/09/2010 23:50:00,Machinery Orders (MoM),Japan,1,20.100,-11.300,8.000
02/10/2010 00:30:00,Home Loans,Australia,1,-6.800,8.300,-4.800
02/10/2010 00:30:00,Investment Lending for Homes,Australia,1,1.900,2.100,
02/10/2010 09:30:00,Industrial Production (YoY),United Kingdom,1,-3.700,-5.700,-4.100
02/10/2010 09:30:00,Manufacturing Production (YoY),United Kingdom,1,-1.900,-4.900,-3.000
02/10/2010 09:30:00,Industrial Production (MoM),United Kingdom,2,0.500,0.400,0.200
02/10/2010 09:30:00,Manufacturing Production (MoM),United Kingdom,1,0.900,0.200,0.400
02/10/2010 10:30:00,Bank of England Quarterly Inflation Report,United Kingdom,2,,,
02/10/2010 10:30:00,BoE's Governor King Speech,United Kingdom,2,,,
02/10/2010 12:03:18,MBA Mortgage Applications,United States,1,-1.200,21.000,
02/10/2010 13:30:00,Trade Balance,United States,3,-39.900,-36.400,-36.800
02/10/2010 13:30:00,International Merchandise Trade,Canada,2,0.170,-0.153,-0.100
02/10/2010 15:00:00,NIESR GDP Estimate (3M),United Kingdom,2,0.600,0.100,
02/10/2010 15:00:00,Fed's Bernanke testifies,United States,2,,,
02/10/2010 21:30:00,Business NZ PMI,New Zealand,1,52.100,53.000,
02/10/2010 21:45:00,Food Price Index (MoM),New Zealand,1,2.100,-0.300,
02/11/2010 00:00:00,Consumer Inflation Expectation,Australia,1,3.200,3.500,
02/11/2010 00:00:00,National Foundation Day,Japan,0,,,
02/11/2010 00:30:00,Unemployment Rate s.a.,Australia,2,5.300,5.600,5.600
02/11/2010 00:30:00,Employment Change s.a.,Australia,1,57.465,40.314,15.000
02/11/2010 07:00:00,Wholesale Price Index (MoM),Germany,0,1.300,0.200,0.100
02/11/2010 07:00:00,Wholesale Price Index (YoY),Germany,1,1.900,0.200,
02/11/2010 08:15:00,Consumer Price Index (YoY),Switzerland,2,1.000,0.300,0.800
02/11/2010 08:15:00,Consumer Price Index (MoM),Switzerland,1,-0.100,-0.200,-0.400
02/11/2010 09:00:00,ECB Monthly Report,European Monetary Union,2,,,
02/11/2010 13:30:00,Initial Jobless Claims,United States,1,442.000,483.000,456.000
02/11/2010 13:30:00,Continuing Jobless Claims,United States,1,4563.000,4617.000,4600.000
02/11/2010 13:30:00,DO NOT INCLUDE - New Housing Price Index (YoY),Canada,1,-0.900,-1.400,
02/11/2010 13:30:00,New Housing Price Index (MoM),Canada,1,0.400,0.400,0.400
02/11/2010 21:45:00,Retail Sales ex Autos (QoQ),New Zealand,1,-2.000,0.800,0.300
02/11/2010 21:45:00,Retail Sales (QoQ),New Zealand,1,-0.400,0.800,0.700
02/12/2010 07:00:00,Gross Domestic Product w.d.a (YoY),Germany,2,-2.400,-4.800,-2.200
02/12/2010 07:00:00,Gross Domestic Product (YoY),Germany,0,-1.700,-4.400,
02/12/2010 07:00:00,Gross Domestic Product (QoQ),Germany,1,0.000,0.700,0.100
02/12/2010 10:00:00,Gross Domestic Product s.a. (QoQ),European Monetary Union,1,0.100,0.400,0.400
02/12/2010 10:00:00,Gross Domestic Product s.a. (YoY),European Monetary Union,2,-2.100,-4.000,-1.900
02/12/2010 10:00:00,Industrial Production w.d.a. (YoY),European Monetary Union,2,-3.700,-6.900,-1.700
02/12/2010 10:00:00,Industrial Production s.a. (MoM),European Monetary Union,2,-0.500,1.100,0.200
02/12/2010 13:30:00,New Motor Vehicle Sales (MoM),Canada,1,2.600,-2.800,
02/12/2010 13:30:00,Retail Sales ex Autos (MoM),United States,1,0.500,-0.200,0.400
02/12/2010 13:30:00,Retail Sales (MoM),United States,3,0.100,-0.100,0.400
02/12/2010 14:55:00,Michigan Consumer Sentiment Index,United States,2,73.700,74.400,74.700
02/12/2010 15:00:00,Business Inventories,United States,1,-0.300,0.400,0.400
02/12/2010 16:00:00,EIA Crude Oil Stocks change,United States,1,2.400,2.300,1.400
02/14/2010 23:50:00,Gross Domestic Product (QoQ),Japan,3,1.100,0.000,
02/14/2010 23:50:00,Gross Domestic Product Annualized,Japan,3,6.300,0.000,3.800
02/15/2010 00:00:00,President's Day,United States,0,,,
02/15/2010 00:00:00,Family Day,Canada,0,,,
02/15/2010 00:01:00,Rightmove House Price Index (MoM),United Kingdom,2,3.200,0.400,
02/15/2010 00:01:00,Rightmove House Price Index (YoY),United Kingdom,2,6.100,4.100,
02/15/2010 04:00:00,Tokyo Condominium Sales (YoY),Japan,1,-9.900,-21.600,
02/15/2010 04:30:00,Industrial Production (MoM),Japan,1,2.500,2.200,2.200
02/15/2010 04:30:00,Industrial Production (YoY),Japan,1,18.200,5.300,
02/15/2010 04:30:00,Capacity Utilization,Japan,1,1.400,3.200,
02/15/2010 08:15:00,Producer and Import Prices (MoM),Switzerland,1,0.300,0.200,0.100
02/15/2010 08:15:00,Producer and Import Prices (YoY),Switzerland,1,-1.300,-2.500,-1.500
02/15/2010 21:45:00,Producer Price Index - Input (QoQ),New Zealand,1,0.300,-1.100,0.500
02/15/2010 21:45:00,Producer Price Index - Output (QoQ),New Zealand,1,-0.400,-1.400,0.400
02/16/2010 00:30:00,RBA Meeting's Minutes,Australia,2,,,
02/16/2010 00:30:00,National Australia Bank's Business Conditions,Australia,2,3.000,10.000,
02/16/2010 00:30:00,National Australia Bank's Business Confidence,Australia,1,15.000,19.000,
02/16/2010 09:30:00,Retail Price Index (YoY),United Kingdom,1,3.700,2.400,3.800
02/16/2010 09:30:00,Retail Price Index (MoM),United Kingdom,1,0.000,0.600,0.000
02/16/2010 09:30:00,DCLG House Price Index (YoY),United Kingdom,1,2.900,0.500,1.200
02/16/2010 09:30:00,Consumer Price Index (MoM),United Kingdom,1,-0.200,0.600,0.000
02/16/2010 09:30:00,Core Consumer Price Index (YoY),United Kingdom,2,3.100,2.800,3.200
02/16/2010 09:30:00,Consumer Price Index (YoY),United Kingdom,2,3.500,2.900,3.600
02/16/2010 10:00:00,ZEW Survey - Economic Sentiment,European Monetary Union,2,40.200,46.400,42.600
02/16/2010 10:00:00,ZEW Survey - Current Situation,Germany,2,-54.800,-56.600,-53.000
02/16/2010 10:00:00,ZEW Survey - Economic Sentiment,Germany,2,45.100,47.200,42.000
02/16/2010 13:30:00,NY Empire State Manufacturing Index,United States,1,24.910,15.920,17.100
02/16/2010 13:30:00,Manufacturing Shipments (MoM),Canada,2,1.600,0.100,2.100
02/16/2010 14:00:00,Net Long-Term TIC Flows,United States,1,63.300,126.400,50.300
02/16/2010 14:00:00,Total Net TIC Flows,United States,1,53.600,30.700,50.000
02/16/2010 17:30:00,Fed's Lockhart speech,United States,1,,,
02/16/2010 18:00:00,NAHB Housing Market Index,United States,1,17.000,15.000,15.000
02/16/2010 23:30:00,Westpac Leading Index (MoM),Australia,1,0.600,1.000,
02/16/2010 23:50:00,Tertiary Industry Index (MoM),Japan,2,-0.900,-0.100,-0.200
02/17/2010 06:00:00,Machine Tool Orders (YoY),Japan,1,,192.000,
02/17/2010 09:30:00,Bank of England Minutes,United Kingdom,3,,,
02/17/2010 09:30:00,Claimant Count Rate,United Kingdom,2,5.000,5.000,5.000
02/17/2010 09:30:00,Average Earnings including Bonus (3Mo/Yr),United Kingdom,1,0.600,0.600,0.900
02/17/2010 09:30:00,Average Earnings excluding Bonus (3Mo/Yr),United Kingdom,1,1.100,1.100,1.100
02/17/2010 09:30:00,Claimant Count Change,United Kingdom,3,16.200,-18.800,-13.500
02/17/2010 09:30:00,ILO Unemployment Rate (3M),United Kingdom,2,7.800,7.800,7.800
02/17/2010 10:00:00,Trade Balance n.s.a.,European Monetary Union,1,3.208,2.700,3.900
02/17/2010 10:00:00,Trade Balance s.a.,European Monetary Union,1,5.200,4.000,4.200
02/17/2010 10:00:00,Construction Output  s.a (MoM),European Monetary Union,2,0.500,-1.100,
02/17/2010 10:00:00,Construction Output w.d.a (YoY),European Monetary Union,1,-3.100,-8.000,
02/17/2010 12:00:00,MBA Mortgage Applications,United States,1,-2.100,-1.200,
02/17/2010 13:30:00,Building Permits (MoM),United States,1,0.620,0.650,0.630
02/17/2010 13:30:00,Housing Starts (MoM),United States,2,0.610,0.580,0.580
02/17/2010 13:30:00,Import Price Index (MoM),United States,1,1.300,0.200,0.900
02/17/2010 13:30:00,Import Price Index (YoY),United States,2,11.500,8.600,10.700
02/17/2010 13:30:00,Wholesale Sales (MoM),Canada,1,0.900,2.500,0.600
02/17/2010 14:15:00,Industrial Production (MoM),United States,2,0.900,0.700,0.800
02/17/2010 14:15:00,Capacity Utilization,United States,1,72.500,71.900,72.600
02/17/2010 19:00:00,FOMC Minutes,United States,3,,,
02/17/2010 19:19:03,Monthly Budget Statement,United States,1,-42.600,-91.900,-66.200
02/18/2010 03:19:43,BoJ Interest Rate Decision,Japan,3,0.100,0.100,0.100
02/18/2010 05:00:00,Leading Economic Index,Japan,1,94.700,94.000,
02/18/2010 05:00:00,Coincident Index,Japan,1,97.400,97.600,
02/18/2010 07:15:00,Trade Balance,Switzerland,2,2.420,1.360,1.800
02/18/2010 09:30:00,Mortgage Approvals,United Kingdom,1,58.000,60.000,63.000
02/18/2010 09:30:00,M4 Money Supply (MoM),United Kingdom,1,0.600,-0.900,0.500
02/18/2010 09:30:00,M4 Money Supply (YoY),United Kingdom,1,5.100,6.600,4.600
02/18/2010 09:30:00,Public Sector Net Borrowing,United Kingdom,2,0.430,14.000,-2.500
02/18/2010 10:00:00,ZEW Survey - Expectations,Switzerland,2,52.500,56.200,
02/18/2010 11:00:00,CBI Industrial Trends Survey - Orders (MoM),United Kingdom,1,-36.000,-39.000,-35.000
02/18/2010 12:00:00,Bank of Canada Consumer Price Index Core (YoY),Canada,2,2.000,1.500,1.900
